학교ID,학교명,전화번호,설립유형,학생수,학생수남,학생수여,교원수,교원수남,교원수여,공시연도
B000002207,서울신남초등학교,02-2697-5821,단설,905,465,440,60,5,55,2025
B000002208,서울강월초등학교,02-2699-8586,병설,389,189,200,35,4,31,2025
B000002209,서울목동초등학교,02-2646-7403,단설,1313,668,645,83,9,74,2025
B000002210,서울신목초등학교,02-2649-8496,단설,843,420,423,58,5,53,2025
B000002211,서울지향초등학교,02-2066-9337,단설,518,264,254,42,8,34,2025
B000002212,서울장수초등학교,02-6090-9884,단설,280,140,140,23,3,20,2025
B000002213,서울양동초등학교,02-2602-9706,단설,297,153,144,29,2,27,2025
B000002214,서울월촌초등학교,02-2649-5171,단설,1042,510,532,71,8,63,2025
B000002215,서울영도초등학교,02-2647-2388,병설,1120,574,546,73,6,67,2025
B000002216,서울화일초등학교,,단설,564,287,277,46,4,42,2025
B000002217,서울우장초등학교,02-2602-1675,단설,835,418,417,63,5,58,2025
B000002218,서울신정초등학교,02-2602-2657,단설,1083,550,533,95,11,84,2025
B000002219,서울신곡초등학교,02-2643-4330,단설,491,271,220,39,6,33,2025
B000002220,서울등마초등학교,02-2642-0238,단설,627,335,292,50,4,46,2025
B000002221,서울등양초등학교,02-2658-0073,단설,154,76,78,17,1,16,2025
B000002222,서울염경초등학교,02-3662-1943,단설,765,422,343,56,4,52,2025
B000002223,서울염창초등학교,0236651421,단설,786,403,383,59,7,52,2025
B000002225,서울치현초등학교,02-2661-6272,단설,428,205,223,38,8,30,2025
B000002226,서울삼정초등학교,0226612274,단설,179,93,86,21,4,17,2025
B000002227,서울정곡초등학교,,단설,111,51,60,16,4,12,2025
B000002228,서울가곡초등학교,02-2661-7117,단설,653,298,355,50,7,43,2025
B000002229,서울발산초등학교,02-2664-2160,단설,882,460,422,71,8,63,2025
B000002230,서울양천초등학교,02-3662-0873,단설,251,132,119,25,1,24,2025
B000002232,서울탑산초등학교,0226595103,병설,388,199,189,41,7,34,2025
B000002233,서울가양초등학교,02-2668-2101,단설,153,86,67,23,5,18,2025
B000002235,서울송정초등학교,02-2662-0015,병설,649,291,358,54,12,42,2025
B000002236,서울내발산초등학교,,단설,1071,525,546,71,12,59,2025
B000002237,서울등촌초등학교,02-2651-9280,단설,406,222,184,36,3,33,2025
B000002238,서울백석초등학교,02-3661-3242,단설,462,250,212,37,7,30,2025
B000002239,서울송화초등학교,02-2665-7094,단설,995,497,498,76,13,63,2025
B000002240,서울개화초등학교,02-2662-0491,단설,79,40,39,17,2,15,2025
B000002241,서울방화초등학교,02-2663-3621,단설,431,239,192,39,8,31,2025
B000002242,서울염동초등학교,02-3664-1673,단설,811,418,393,59,10,49,2025
B000002243,서울화곡초등학교,02-2699-3329,단설,578,306,272,49,9,40,2025
B000002244,서울월정초등학교,02-2694-2055,병설,711,363,348,57,6,51,2025
B000002245,서울신월초등학교,02-2699-4786,단설,572,287,285,44,8,36,2025
B000002246,서울등서초등학교,02-2695-2490,단설,358,179,179,31,4,27,2025
B000002247,서울등명초등학교,2658-3692,단설,66,36,30,14,1,13,2025
B000002248,서울등현초등학교,02-2658-7854,단설,465,246,219,35,4,31,2025
B000002249,서울등원초등학교,02-2658-2232,단설,135,70,65,19,5,14,2025
B000002250,서울수명초등학교,,단설,742,374,368,56,12,44,2025
B000002251,유석초등학교,,단설,352,188,164,16,9,7,2025
B000002252,서울우면초등학교,02-2057-1673,병설,477,223,254,41,5,36,2025
B000002253,서울교육대학교부설초등학교,02-6009-6070,부설,611,301,310,36,23,13,2025
B000002254,서울신중초등학교,02-521-2815,단설,749,414,335,54,3,51,2025
B000002255,서울서원초등학교,02-594-5153,단설,1636,841,795,87,6,81,2025
B000002256,서울원촌초등학교,,단설,947,517,430,81,6,75,2025
B000002257,서울잠원초등학교,02-534-0194,단설,1977,1036,941,94,4,90,2025
B000002258,서울반원초등학교,02-537-9020,단설,1288,678,610,78,4,74,2025
B000002259,서울매헌초등학교,,단설,441,242,199,40,2,38,2025
B000002262,서울방일초등학교,02-3472-5295,단설,894,440,454,57,4,53,2025
B000002263,서울이수초등학교,02-584-2150,단설,505,270,235,41,6,35,2025
B000002264,서울서래초등학교,02-595-7513,단설,1150,550,600,77,6,71,2025
B000002265,서울방배초등학교,02-595-9616,병설,688,300,388,53,3,50,2025
B000002266,서울방현초등학교,02-521-9879,단설,160,77,83,18,2,16,2025
B000002267,서울서초초등학교,0234820833,단설,882,460,422,64,6,58,2025
B000002268,서울서이초등학교,0234747021,단설,1220,606,614,77,8,69,2025
B000002269,서울서일초등학교,02-598-5014,단설,433,239,194,32,2,30,2025
B000002270,서울원명초등학교,025934493,단설,1151,612,539,77,5,72,2025
B000002271,서울양재초등학교,02-574-9719,단설,369,201,168,34,2,32,2025
B000002272,서울우암초등학교,02-529-3258,단설,188,96,92,22,1,21,2025
B000002273,서울신동초등학교,02-6960-4570,단설,1079,548,531,76,4,72,2025
B000002274,계성초등학교,,단설,629,308,321,29,17,12,2025
B000002275,서울봉은초등학교,02-540-2982,단설,435,232,203,40,3,37,2025
B000002276,서울대왕초등학교,02-3412-0125,단설,442,209,233,44,3,41,2025
B000002277,서울수서초등학교,02-459-1335,단설,129,66,63,24,4,20,2025
B000002278,서울대모초등학교,02-2226-3716,단설,788,493,295,51,3,48,2025
B000002279,서울대진초등학교,02-3412-0475,단설,184,93,91,25,3,22,2025
B000002280,서울양전초등학교,02-3411-8985,단설,268,145,123,27,2,25,2025
B000002281,서울구룡초등학교,02-573-5016,단설,561,302,259,46,4,42,2025
B000002282,서울언주초등학교,,단설,1306,616,690,90,5,85,2025
B000002283,서울대치초등학교,02-555-2415,단설,1461,779,682,81,6,75,2025
B000002284,서울도곡초등학교,02-566-7081,병설,836,445,391,60,5,55,2025
B000002285,서울대도초등학교,02-3463-5376,단설,1956,952,1004,98,5,93,2025
B000002286,서울개일초등학교,02-571-8324,단설,834,432,402,54,4,50,2025
B000002288,서울개원초등학교,02-2138-1941,단설,1006,546,460,62,3,59,2025
B000002289,서울논현초등학교,,단설,198,97,101,27,2,25,2025
B000002290,서울학동초등학교,02-546-6472,단설,396,202,194,31,1,30,2025
B000002291,서울대곡초등학교,02-565-1945,단설,1235,656,579,78,6,72,2025
B000002292,서울대현초등학교,025536921,단설,1092,649,443,68,5,63,2025
B000002293,서울삼릉초등학교,02-545-4501,단설,457,263,194,36,2,34,2025
B000002294,서울왕북초등학교,02-451-0366,단설,779,438,341,57,4,53,2025
B000002295,서울신구초등학교,,단설,443,219,224,37,4,33,2025
B000002296,서울압구정초등학교,02-3446-9648,단설,773,380,393,57,4,53,2025
B000002297,서울도성초등학교,02-567-0214,단설,1670,714,956,103,5,98,2025
B000002298,서울역삼초등학교,02-567-1293,병설,294,162,132,29,3,26,2025
B000002299,서울대청초등학교,02-459-7916,단설,75,42,33,16,2,14,2025
B000002300,서울영희초등학교,02-2226-6016,단설,260,136,124,22,2,20,2025
B000002301,서울일원초등학교,02-445-8810,단설,1389,827,562,82,5,77,2025
B000002302,서울언북초등학교,02-514-6904,단설,1390,732,658,98,4,94,2025
B000002303,서울청담초등학교,02-544-2107,단설,453,236,217,34,3,31,2025
B000002304,서울포이초등학교,02-6009-5324,단설,414,210,204,39,2,37,2025
B000002305,서울신상도초등학교,,단설,1208,617,591,83,14,69,2025
B000002306,서울강남초등학교,02-824-4474,단설,650,327,323,51,9,42,2025
B000002307,서울노량진초등학교,02-814-2489,단설,155,78,77,30,3,27,2025
B000002308,서울본동초등학교,02-813-0408,단설,92,42,50,17,1,16,2025
B000002309,서울은로초등학교,02-814-0136,단설,867,422,445,62,7,55,2025
B000002310,서울동작초등학교,02-537-1072,단설,499,279,220,43,4,39,2025
B000002311,서울삼일초등학교,02-3477-8597,단설,805,420,385,63,3,60,2025
B000002312,서울행림초등학교,02-523-1353,병설,167,87,80,20,1,19,2025
B000002313,서울신남성초등학교,02-584-7130,단설,441,234,207,39,6,33,2025
B000002314,서울영화초등학교,02-824-6053,단설,347,163,184,32,2,30,2025
B000002315,서울신길초등학교,02-813-0475,단설,765,362,403,56,5,51,2025
B000002316,서울대림초등학교,02-815-6308,단설,867,457,410,71,5,66,2025
B000002317,서울영본초등학교,028171892,단설,643,325,318,59,6,53,2025
B000002318,서울남성초등학교,02-536-2691,병설,451,232,219,35,5,30,2025
B000002319,서울남사초등학교,02-583-2274,단설,430,211,219,38,4,34,2025
B000002320,서울상도초등학교,02-822-0078,단설,708,369,339,57,7,50,2025
B000002321,서울보라매초등학교,02-6673-2184,단설,1128,567,561,80,11,69,2025
B000002322,서울문창초등학교,02-836-2033,단설,365,180,185,35,3,32,2025
B000002323,서울흑석초등학교,02-815-3276-2,단설,398,200,198,45,4,41,2025
B000002324,중앙대학교사범대학부속초등학교,,부속,724,358,366,38,13,25,2025
B000002325,서울원신초등학교,02-888-1814,단설,111,64,47,21,2,19,2025
B000002326,서울남부초등학교,02-857-5031,병설,418,221,197,32,6,26,2025
B000002327,서울신우초등학교,02-874-9816,단설,256,126,130,25,1,24,2025
B000002328,서울신림초등학교,02-856-3753,단설,427,205,222,39,6,33,2025
B000002329,서울조원초등학교,02-869-2238,단설,369,190,179,36,8,28,2025
B000002330,서울난곡초등학교,,단설,243,124,119,24,4,20,2025
B000002331,서울삼성초등학교,02-877-9329,단설,254,128,126,24,5,19,2025
B000002332,서울미성초등학교,02-839-8306,단설,603,296,307,53,7,46,2025
B000002333,서울봉현초등학교,02-885-1986,단설,668,345,323,55,7,48,2025
B000002334,서울청룡초등학교,02-871-5988,단설,282,136,146,28,2,26,2025
B000002335,서울봉천초등학교,02-887-8573,단설,578,312,266,50,5,45,2025
B000002336,서울원당초등학교,02-877-5024,단설,116,54,62,24,1,23,2025
B000002337,서울사당초등학교,0269294970,단설,433,244,189,43,7,36,2025
B000002338,서울인헌초등학교,02-872-6683,단설,668,358,310,53,8,45,2025
B000002339,서울당곡초등학교,02-872-4686,단설,376,198,178,38,1,37,2025
B000002340,서울신봉초등학교,02-871-9615,단설,212,110,102,22,4,18,2025
B000002341,서울구암초등학교,02-872-0370,단설,1249,654,595,89,8,81,2025
B000002342,서울은천초등학교,02-883-6324,단설,787,453,334,59,5,54,2025
B000002343,서울관악초등학교,02-874-3836,단설,463,235,228,43,4,39,2025
B000002344,서울난우초등학교,070-7874-1280,단설,548,265,283,46,7,39,2025
B000002345,서울난향초등학교,02-839-0294,단설,595,292,303,53,8,45,2025
B000002346,서울신성초등학교,02-875-7614,병설,422,213,209,36,5,31,2025
B000002347,서울행당초등학교,02-2293-4539,단설,638,312,326,51,7,44,2025
B000002348,서울동호초등학교,,단설,361,166,195,34,3,31,2025
B000002349,서울경동초등학교,02-6902-2800,단설,674,352,322,65,6,59,2025
B000002350,서울경수초등학교,02-498-5125,병설,139,79,60,21,2,19,2025
B000002351,서울금북초등학교,0222995302,단설,683,339,344,62,3,59,2025
B000002352,서울금호초등학교,02-2238-3906,단설,536,279,257,45,7,38,2025
B000002353,서울옥수초등학교,02-2297-0020,단설,490,253,237,44,4,40,2025
B000002354,서울금옥초등학교,0222970058,단설,283,158,125,29,6,23,2025
B000002355,서울동명초등학교,02-2299-5122,단설,190,102,88,28,2,26,2025
B000002356,서울마장초등학교,02-2152-7908,병설,409,225,184,33,3,30,2025
B000002357,서울사근초등학교,,단설,139,79,60,23,3,20,2025
B000002358,서울경일초등학교,02-2086-6300,단설,189,100,89,21,1,20,2025
B000002359,서울성수초등학교,02-464-5004,단설,202,109,93,28,2,26,2025
B000002360,서울송원초등학교,02-469-5071,단설,204,106,98,22,0,22,2025
B000002361,서울옥정초등학교,02-2297-0023,단설,620,304,316,55,4,51,2025
B000002362,서울용답초등학교,02-2245-0751,병설,155,81,74,24,4,20,2025
B000002363,서울응봉초등학교,02-2281-0853,단설,592,301,291,47,5,42,2025
B000002364,서울무학초등학교,02-2290-3207,단설,379,191,188,39,2,37,2025
B000002365,서울행현초등학교,02-2294-7611,단설,525,248,277,44,4,40,2025
B000002366,한양초등학교,02-2293-8732,단설,678,332,346,79,22,57,2025
B000002367,서울양진초등학교,02-454-9311,단설,1238,608,630,82,14,68,2025
B000002368,서울광남초등학교,02-455-3485,단설,1209,642,567,79,12,67,2025
B000002369,서울광장초등학교,02-2139-1600,단설,250,143,107,28,3,25,2025
B000002370,서울동의초등학교,02-447-2709,단설,514,254,260,44,7,37,2025
B000002371,서울광진초등학교,02-458-4695,단설,521,263,258,41,8,33,2025
B000002372,서울구남초등학교,02-453-8924,단설,654,319,335,46,5,41,2025
B000002373,서울장안초등학교,02-467-6804,단설,428,223,205,44,3,41,2025
B000002374,서울자양초등학교,,단설,332,166,166,27,0,27,2025
B000002375,서울동자초등학교,446-1348,단설,964,510,454,73,9,64,2025
B000002376,서울신양초등학교,02-2201-8086,단설,441,218,223,40,6,34,2025
B000002377,서울신자초등학교,02-450-5680,단설,269,142,127,32,3,29,2025
B000002378,서울성자초등학교,02-452-8696,단설,443,208,235,42,3,39,2025
B000002379,서울양남초등학교,02-452-8110,단설,138,68,70,22,4,18,2025
B000002380,서울용마초등학교,02-3436-4016,단설,838,446,392,62,8,54,2025
B000002381,서울중광초등학교,02-465-0937,단설,220,123,97,22,4,18,2025
B000002382,서울중마초등학교,466-1009,단설,274,146,128,30,4,26,2025
B000002383,서울용곡초등학교,02-457-0127,단설,346,189,157,32,1,31,2025
B000002385,서울구의초등학교,,단설,478,258,220,43,7,36,2025
B000002386,세종초등학교,,부설,349,176,173,14,8,6,2025
B000002387,경복초등학교,,단설,732,371,361,61,20,41,2025
B000002388,성동초등학교,,단설,679,347,332,29,17,12,2025
B000002389,서울돈암초등학교,02-926-2367,단설,604,311,293,57,5,52,2025
B000002390,서울정덕초등학교,926-8832,단설,789,393,396,61,5,56,2025
B000002391,서울삼선초등학교,6391-1831,단설,440,231,209,41,3,38,2025
B000002392,서울안암초등학교,02-928-4403,단설,284,143,141,32,6,26,2025
B000002393,서울동신초등학교,02-925-3442,단설,356,175,181,36,4,32,2025
B000002394,서울숭덕초등학교,02-911-1764,단설,915,485,430,69,10,59,2025
B000002395,서울길원초등학교,02-914-9370,병설,1069,556,513,83,10,73,2025
B000002396,서울숭곡초등학교,02-912-1656,단설,655,330,325,54,5,49,2025
B000002397,서울장월초등학교,02-918-7823,단설,611,322,289,43,8,35,2025
B000002398,서울월곡초등학교,02-915-2787,단설,257,146,111,30,5,25,2025
B000002399,서울길음초등학교,02-918-9984,단설,830,426,404,56,10,46,2025
B000002400,서울미아초등학교,,단설,1102,589,513,81,11,70,2025
B000002401,서울개운초등학교,02-925-8867,단설,569,260,309,53,7,46,2025
B000002402,서울석계초등학교,02-964-9579,단설,369,190,179,34,6,28,2025
B000002403,서울석관초등학교,02-959-1395,단설,548,281,267,52,7,45,2025
B000002404,서울성북초등학교,02-747-7937,단설,167,82,85,24,4,20,2025
B000002405,서울장위초등학교,02-915-4325,단설,340,176,164,42,3,39,2025
B000002406,서울장곡초등학교,,단설,815,427,388,59,5,54,2025
B000002407,서울정수초등학교,02-916-0050,단설,222,120,102,26,5,21,2025
B000002408,서울정릉초등학교,02-916-2590,단설,499,254,245,38,6,32,2025
B000002409,서울청덕초등학교,02-912-9119,단설,217,113,104,28,6,22,2025
B000002410,서울일신초등학교,02-909-2895,단설,617,336,281,57,6,51,2025
B000002411,서울숭례초등학교,02-927-5612,병설,552,276,276,48,4,44,2025
B000002412,서울숭인초등학교,02-6953-8633,단설,794,372,422,74,8,66,2025
B000002413,성신초등학교,02-921-1813,단설,501,242,259,27,11,16,2025
B000002414,우촌초등학교,02-929-1671,단설,614,305,309,30,9,21,2025
B000002415,대광초등학교,02-953-1204,단설,502,244,258,25,9,16,2025
B000002416,광운초등학교,029157514,병설,564,292,272,39,11,28,2025
B000002417,매원초등학교,02-923-3647,단설,504,249,255,41,10,31,2025
B000002418,서울번동초등학교,02-987-1864,병설,421,208,213,38,4,34,2025
B000002419,서울오현초등학교,02-987-0418,단설,231,112,119,23,7,16,2025
B000002420,서울삼양초등학교,987-8324,단설,449,232,217,41,9,32,2025
B000002421,서울삼각산초등학교,02-987-5785,단설,858,452,406,63,9,54,2025
B000002422,서울송천초등학교,02-982-9512,단설,413,210,203,37,3,34,2025
B000002423,서울송중초등학교,02-985-1923,단설,625,306,319,57,4,53,2025
